"","station","day_week","entries"
"555","50 ST","Monday",42864
"556","50 ST","Saturday",32988
"557","50 ST","Sunday",31672.75
"558","50 ST","Thursday",55651
"559","50 ST","Tuesday",50861
"560","50 ST","Wednesday",56720.25
"561","51 ST","Friday",24799.75
"562","51 ST","Monday",17861.75
"563","51 ST","Saturday",11293.75
"564","51 ST","Sunday",9024.75
"565","51 ST","Thursday",25266.5
"566","51 ST","Tuesday",23491.75
"567","51 ST","Wednesday",25098.25
"568","52 ST-LINCOLN","Friday",7336
"569","52 ST-LINCOLN","Monday",6453
"570","52 ST-LINCOLN","Saturday",5035.75
"571","52 ST-LINCOLN","Sunday",4309.75
"572","52 ST-LINCOLN","Thursday",7385
"573","52 ST-LINCOLN","Tuesday",7285
"574","52 ST-LINCOLN","Wednesday",7373
"575","53 ST","Friday",7685.5
"576","53 ST","Monday",6933.25
"577","53 ST","Saturday",4991.25
"578","53 ST","Sunday",4252
"579","53 ST","Thursday",7753.75
"580","53 ST","Tuesday",7834.25
"581","53 ST","Wednesday",7826.75
"582","55 ST","Friday",2106.75
"583","55 ST","Monday",1955.5
"584","55 ST","Saturday",784.5
"585","55 ST","Sunday",1105
"586","55 ST","Thursday",2141.75
"587","55 ST","Tuesday",2187.25
"588","55 ST","Wednesday",2217.75
"589","57 ST","Friday",16026.25
"590","57 ST","Monday",11720.25
"591","57 ST","Saturday",6305.5
"592","57 ST","Sunday",5170
"593","57 ST","Thursday",16226.25
"594","57 ST","Tuesday",15491.75
"595","57 ST","Wednesday",16409.5
"596","57 ST-7 AVE","Friday",24789.75
"597","57 ST-7 AVE","Monday",24733
"598","57 ST-7 AVE","Saturday",24212.5
"599","57 ST-7 AVE","Sunday",17365.75
"600","57 ST-7 AVE","Thursday",31460.5
"601","57 ST-7 AVE","Tuesday",29666
"602","57 ST-7 AVE","Wednesday",31431.75
"603","59 ST","Friday",13326.25
"604","59 ST","Monday",11988
"605","59 ST","Saturday",8379.5
"606","59 ST","Sunday",7138.25
"607","59 ST","Thursday",13413
"608","59 ST","Tuesday",13604.25
"609","59 ST","Wednesday",13669
"610","59 ST-COLUMBUS","Friday",75547.75
"611","59 ST-COLUMBUS","Monday",65127.75
"612","59 ST-COLUMBUS","Saturday",47429.25
"613","59 ST-COLUMBUS","Sunday",44973
"614","59 ST-COLUMBUS","Thursday",79614.5
"615","59 ST-COLUMBUS","Tuesday",77045.25
"616","59 ST-COLUMBUS","Wednesday",81284.75
"617","5 AVE-53 ST","Friday",27937.5
"618","5 AVE-53 ST","Monday",20315.75
"619","5 AVE-53 ST","Saturday",7769.25
"620","5 AVE-53 ST","Sunday",6262
"621","5 AVE-53 ST","Thursday",28166.25
"622","5 AVE-53 ST","Tuesday",25578.75
"623","5 AVE-53 ST","Wednesday",28468.75
"624","5 AVE-59 ST","Friday",19135.25
"625","5 AVE-59 ST","Monday",17450
"626","5 AVE-59 ST","Saturday",13122.25
"627","5 AVE-59 ST","Sunday",12858.5
"628","5 AVE-59 ST","Thursday",19650.5
"629","5 AVE-59 ST","Tuesday",19709.5
"630","5 AVE-59 ST","Wednesday",20051.5
"631","5 AVE-BRYANT PK","Friday",12555
"632","5 AVE-BRYANT PK","Monday",9235.5
"633","5 AVE-BRYANT PK","Saturday",5382.75
"634","5 AVE-BRYANT PK","Sunday",3987.75
"635","5 AVE-BRYANT PK","Thursday",12626.75
"636","5 AVE-BRYANT PK","Tuesday",12159.75
"637","5 AVE-BRYANT PK","Wednesday",12847.25
"638","61 ST/WOODSIDE","Friday",17925.5
"639","61 ST/WOODSIDE","Monday",16130.75
"640","61 ST/WOODSIDE","Saturday",11913
"641","61 ST/WOODSIDE","Sunday",10468.75
"642","61 ST/WOODSIDE","Thursday",17747.75
"643","61 ST/WOODSIDE","Tuesday",17664.5
"644","61 ST/WOODSIDE","Wednesday",17836.5
"645","63 DR-REGO PARK","Friday",17067.5
"646","63 DR-REGO PARK","Monday",15273.75
"647","63 DR-REGO PARK","Saturday",9819.5
"648","63 DR-REGO PARK","Sunday",8815.25
"649","63 DR-REGO PARK","Thursday",17386.75
"650","63 DR-REGO PARK","Tuesday",17578
"651","63 DR-REGO PARK","Wednesday",17776.25
"652","65 ST","Friday",3802.75
"653","65 ST","Monday",3301.25
"654","65 ST","Saturday",1956
"655","65 ST","Sunday",1748.75
"656","65 ST","Thursday",3840.75
"657","65 ST","Tuesday",3744.25
"658","65 ST","Wednesday",3700
"659","66 ST-LINCOLN","Friday",25649.75
"660","66 ST-LINCOLN","Monday",19825.5
"661","66 ST-LINCOLN","Saturday",17340.75
"662","66 ST-LINCOLN","Sunday",15121
"663","66 ST-LINCOLN","Thursday",25882.25
"664","66 ST-LINCOLN","Tuesday",24254.25
"665","66 ST-LINCOLN","Wednesday",26386
"666","67 AVE","Friday",9670.5
"667","67 AVE","Monday",8361.5
"668","67 AVE","Saturday",4148
"669","67 AVE","Sunday",3699.5
"670","67 AVE","Thursday",9970.75
"671","67 AVE","Tuesday",9983.75
"672","67 AVE","Wednesday",10106.5
"673","68ST-HUNTER COL","Friday",34578.5
"674","68ST-HUNTER COL","Monday",29897.75
"675","68ST-HUNTER COL","Saturday",15395.75
"676","68ST-HUNTER COL","Sunday",12094.25
"677","68ST-HUNTER COL","Thursday",39234.5
"678","68ST-HUNTER COL","Tuesday",38007.25
"679","68ST-HUNTER COL","Wednesday",38194.5
"680","69 ST-FISK AVE","Friday",5472.75
"681","69 ST-FISK AVE","Monday",5061.25
"682","69 ST-FISK AVE","Saturday",4497
"683","69 ST-FISK AVE","Sunday",3894.5
"684","69 ST-FISK AVE","Thursday",5327.5
"685","69 ST-FISK AVE","Tuesday",5419.75
"686","69 ST-FISK AVE","Wednesday",5367.25
"687","71 ST","Friday",4814.75
"688","71 ST","Monday",4490.5
"689","71 ST","Saturday",2993.25
"690","71 ST","Sunday",2595.75
"691","71 ST","Thursday",4874
"692","71 ST","Tuesday",5036
"693","71 ST","Wednesday",5015.25
"694","72 ST","Friday",52927
"695","72 ST","Monday",46076.25
"696","72 ST","Saturday",36364
"697","72 ST","Sunday",35809.75
"698","72 ST","Thursday",53711
"699","72 ST","Tuesday",52225.75
"700","72 ST","Wednesday",53672.25
"701","74 ST-BROADWAY","Friday",53013.75
"702","74 ST-BROADWAY","Monday",48213.5
"703","74 ST-BROADWAY","Saturday",38996.75
"704","74 ST-BROADWAY","Sunday",33195.25
"705","74 ST-BROADWAY","Thursday",53304.25
"706","74 ST-BROADWAY","Tuesday",53415.75
"707","74 ST-BROADWAY","Wednesday",53504
"708","75 AVE","Friday",3678.25
"709","75 AVE","Monday",3205
"710","75 AVE","Saturday",1809.75
"711","75 AVE","Sunday",1567.5
"712","75 AVE","Thursday",3977.5
"713","75 AVE","Tuesday",3943.25
"714","75 AVE","Wednesday",3968.5
"715","77 ST","Friday",44684
"716","77 ST","Monday",35764.5
"717","77 ST","Saturday",23547.75
"718","77 ST","Sunday",19387.5
"719","77 ST","Thursday",46983.25
"720","77 ST","Tuesday",44725.5
"721","77 ST","Wednesday",46355.5
"722","79 ST","Friday",25083.75
"723","79 ST","Monday",21136.5
"724","79 ST","Saturday",16378
"725","79 ST","Sunday",14734.25
"726","79 ST","Thursday",25598.5
"727","79 ST","Tuesday",24399.25
"728","79 ST","Wednesday",25121
"729","7 AVE","Friday",9887
"730","7 AVE","Monday",8430.75
"731","7 AVE","Saturday",5857.75
"732","7 AVE","Sunday",4793.5
"733","7 AVE","Thursday",10287
"734","7 AVE","Tuesday",9990.5
"735","7 AVE","Wednesday",10187.25
"736","7 AVE-53 ST","Friday",17313.25
"737","7 AVE-53 ST","Monday",13289.5
"738","7 AVE-53 ST","Saturday",8017.5
"739","7 AVE-53 ST","Sunday",7292.75
"740","7 AVE-53 ST","Thursday",17758.5
"741","7 AVE-53 ST","Tuesday",16208.5
"742","7 AVE-53 ST","Wednesday",17819.5
"743","7 AV-PARK SLOPE","Friday",12549.5
"744","7 AV-PARK SLOPE","Monday",10857.25
"745","7 AV-PARK SLOPE","Saturday",8066.5
"746","7 AV-PARK SLOPE","Sunday",7133.75
"747","7 AV-PARK SLOPE","Thursday",13121.5
"748","7 AV-PARK SLOPE","Tuesday",12866.5
"749","7 AV-PARK SLOPE","Wednesday",13175.5
"750","81 ST-MUSEUM","Friday",14764.75
"751","81 ST-MUSEUM","Monday",11872.75
"752","81 ST-MUSEUM","Saturday",10269.5
"753","81 ST-MUSEUM","Sunday",9606.75
"754","81 ST-MUSEUM","Thursday",14646.75
"755","81 ST-MUSEUM","Tuesday",13628.75
"756","81 ST-MUSEUM","Wednesday",13986.5
"757","82 ST-JACKSON H","Friday",16907
"758","82 ST-JACKSON H","Monday",15416.5
"759","82 ST-JACKSON H","Saturday",13468
"760","82 ST-JACKSON H","Sunday",11522
"761","82 ST-JACKSON H","Thursday",16521.25
"762","82 ST-JACKSON H","Tuesday",16871.25
"763","82 ST-JACKSON H","Wednesday",16459.5
"764","86 ST","Friday",118022.25
"765","86 ST","Monday",96697.75
"766","86 ST","Saturday",70355.25
"767","86 ST","Sunday",61393.75
"768","86 ST","Thursday",119870
"769","86 ST","Tuesday",116514.75
"770","86 ST","Wednesday",119975
"771","8 AVE","Friday",11010.25
"772","8 AVE","Monday",11676.75
"773","8 AVE","Saturday",9063.75
"774","8 AVE","Sunday",9366.75
"775","8 AVE","Thursday",11151
"776","8 AVE","Tuesday",12314.75
"777","8 AVE","Wednesday",11785.25
"778","8 ST-B'WAY NYU","Friday",17366.75
"779","8 ST-B'WAY NYU","Monday",13995.25
"780","8 ST-B'WAY NYU","Saturday",12374
"781","8 ST-B'WAY NYU","Sunday",11140.25
"782","8 ST-B'WAY NYU","Thursday",17791.75
"783","8 ST-B'WAY NYU","Tuesday",16989.5
"784","8 ST-B'WAY NYU","Wednesday",17592.5
"785","90 ST-ELMHURST","Friday",17283
"786","90 ST-ELMHURST","Monday",15852
"787","90 ST-ELMHURST","Saturday",13169.5
"788","90 ST-ELMHURST","Sunday",11277.5
"789","90 ST-ELMHURST","Thursday",17528
"790","90 ST-ELMHURST","Tuesday",17361.25
"791","90 ST-ELMHURST","Wednesday",17398.5
"792","96 ST","Friday",79209.5
"793","96 ST","Monday",66970.25
"794","96 ST","Saturday",47591.25
"795","96 ST","Sunday",43752
"796","96 ST","Thursday",82091.5
"797","96 ST","Tuesday",79907.5
"798","96 ST","Wednesday",81763
"799","9 AVE","Friday",6160.5
"800","9 AVE","Monday",5801.5
"801","9 AVE","Saturday",4213.5
"802","9 AVE","Sunday",3686
"803","9 AVE","Thursday",6303
"804","9 AVE","Tuesday",6391.5
"805","9 AVE","Wednesday",6316.75
"806","9 ST","Friday",13848.75
"807","9 ST","Monday",11481
"808","9 ST","Saturday",8642
"809","9 ST","Sunday",7713
"810","9 ST","Thursday",13777.75
"811","9 ST","Tuesday",13455.5
"812","9 ST","Wednesday",13838
"813","9TH STREET","Friday",4735.25
"814","9TH STREET","Monday",5104.5
"815","9TH STREET","Saturday",5589
"816","9TH STREET","Sunday",5695.5
"817","9TH STREET","Thursday",5672.5
"818","9TH STREET","Tuesday",4950.75
"819","9TH STREET","Wednesday",5022.75
"820","ALABAMA AVE","Friday",2596
"821","ALABAMA AVE","Monday",2335.75
"822","ALABAMA AVE","Saturday",1820.25
"823","ALABAMA AVE","Sunday",1376.5
"824","ALABAMA AVE","Thursday",2622.25
"825","ALABAMA AVE","Tuesday",2634.5
"826","ALABAMA AVE","Wednesday",2688.25
"827","ALLERTON AVE","Friday",6012.5
"828","ALLERTON AVE","Monday",5329.25
"829","ALLERTON AVE","Saturday",3915.75
"830","ALLERTON AVE","Sunday",3123.25
"831","ALLERTON AVE","Thursday",5887.25
"832","ALLERTON AVE","Tuesday",5983
"833","ALLERTON AVE","Wednesday",5998.5
"834","AQUEDUCT-N CNDT","Friday",1147.25
"835","AQUEDUCT-N CNDT","Monday",1161
"836","AQUEDUCT-N CNDT","Saturday",830.75
"837","AQUEDUCT-N CNDT","Sunday",694.5
"838","AQUEDUCT-N CNDT","Thursday",1235.75
"839","AQUEDUCT-N CNDT","Tuesday",1216.75
"840","AQUEDUCT-N CNDT","Wednesday",1245.5
"841","AQUEDUCT TRACK","Friday",1793
"842","AQUEDUCT TRACK","Monday",1752.75
"843","AQUEDUCT TRACK","Saturday",2124.75
"844","AQUEDUCT TRACK","Sunday",2178.25
"845","AQUEDUCT TRACK","Thursday",1823.25
"846","AQUEDUCT TRACK","Tuesday",1378.25
"847","AQUEDUCT TRACK","Wednesday",1711
"848","ASTOR PLACE","Friday",18340.75
"849","ASTOR PLACE","Monday",14599.25
"850","ASTOR PLACE","Saturday",12589.5
"851","ASTOR PLACE","Sunday",11002.25
"852","ASTOR PLACE","Thursday",18433.75
"853","ASTOR PLACE","Tuesday",17679
"854","ASTOR PLACE","Wednesday",18218.75
"855","ATLANTIC AVE","Friday",1879.75
"856","ATLANTIC AVE","Monday",1626.75
"857","ATLANTIC AVE","Saturday",1064.5
"858","ATLANTIC AVE","Sunday",881.75
"859","ATLANTIC AVE","Thursday",1841.25
"860","ATLANTIC AVE","Tuesday",1886.75
"861","ATLANTIC AVE","Wednesday",1871.75
"862","AVE H","Friday",2923.25
"863","AVE H","Monday",2883
"864","AVE H","Saturday",1675
"865","AVE H","Sunday",1504.75
"866","AVE H","Thursday",3277.25
"867","AVE H","Tuesday",3288
"868","AVE H","Wednesday",3251
"869","AVE I","Friday",2370.5
"870","AVE I","Monday",2194.5
"871","AVE I","Saturday",1082.25
"872","AVE I","Sunday",1225.75
"873","AVE I","Thursday",2484
"874","AVE I","Tuesday",2464.5
"875","AVE I","Wednesday",2481.25
"876","AVE J","Friday",6147
"877","AVE J","Monday",5979
"878","AVE J","Saturday",3085
"879","AVE J","Sunday",3309.25
"880","AVE J","Thursday",6787.75
"881","AVE J","Tuesday",6859
"882","AVE J","Wednesday",6716.5
"883","AVE M","Friday",6370.25
"884","AVE M","Monday",5799.25
"885","AVE M","Saturday",2109.5
"886","AVE M","Sunday",2338
"887","AVE M","Thursday",6732
"888","AVE M","Tuesday",6865.5
"889","AVE M","Wednesday",6638.5
"890","AVE N","Friday",3566.75
"891","AVE N","Monday",3365.25
"892","AVE N","Saturday",1670.5
"893","AVE N","Sunday",1770.25
"894","AVE N","Thursday",3727
"895","AVE N","Tuesday",3762
"896","AVE N","Wednesday",3724
"897","AVE P","Friday",2887
"898","AVE P","Monday",2675.5
"899","AVE P","Saturday",1515.75
"900","AVE P","Sunday",1462.5
"901","AVE P","Thursday",2940.75
"902","AVE P","Tuesday",2960
"903","AVE P","Wednesday",2996.25
"904","AVE U","Friday",13463.5
"905","AVE U","Monday",12593.5
"906","AVE U","Saturday",8645.75
"907","AVE U","Sunday",7633.5
"908","AVE U","Thursday",13831.25
"909","AVE U","Tuesday",14079.25
"910","AVE U","Wednesday",14002.25
"911","AVE X","Friday",3106
"912","AVE X","Monday",2763.5
"913","AVE X","Saturday",1690.25
"914","AVE X","Sunday",1340.5
"915","AVE X","Thursday",3288
"916","AVE X","Tuesday",3278.25
"917","AVE X","Wednesday",3273.25
"918","BAY 50 ST","Friday",3081
"919","BAY 50 ST","Monday",2772.5
"920","BAY 50 ST","Saturday",1670.5
"921","BAY 50 ST","Sunday",1330.25
"922","BAY 50 ST","Thursday",3131
"923","BAY 50 ST","Tuesday",3131
"924","BAY 50 ST","Wednesday",3182.75
"925","BAYCHESTER AVE","Friday",4519.75
"926","BAYCHESTER AVE","Monday",4116.75
"927","BAYCHESTER AVE","Saturday",1996.25
"928","BAYCHESTER AVE","Sunday",1605
"929","BAYCHESTER AVE","Thursday",4708.5
"930","BAYCHESTER AVE","Tuesday",4866
"931","BAYCHESTER AVE","Wednesday",4798.25
"932","BAY PARKWAY","Friday",7680.25
"933","BAY PARKWAY","Monday",7058.75
"934","BAY PARKWAY","Saturday",5002
"935","BAY PARKWAY","Sunday",4383
"936","BAY PARKWAY","Thursday",7701.75
"937","BAY PARKWAY","Tuesday",7887.75
"938","BAY PARKWAY","Wednesday",7750
"939","BAY PKY-22 AVE","Friday",7406.75
"940","BAY PKY-22 AVE","Monday",7018.25
"941","BAY PKY-22 AVE","Saturday",5064.25
"942","BAY PKY-22 AVE","Sunday",4640.25
"943","BAY PKY-22 AVE","Thursday",7578.25
"944","BAY PKY-22 AVE","Tuesday",7734.25
"945","BAY PKY-22 AVE","Wednesday",7739
"946","BAY RIDGE-95 ST","Friday",6098.25
"947","BAY RIDGE-95 ST","Monday",5407
"948","BAY RIDGE-95 ST","Saturday",3384.75
"949","BAY RIDGE-95 ST","Sunday",2766.75
"950","BAY RIDGE-95 ST","Thursday",6420.5
"951","BAY RIDGE-95 ST","Tuesday",6274
"952","BAY RIDGE-95 ST","Wednesday",6380.25
"953","BAY RIDGE AVE","Friday",8588.5
"954","BAY RIDGE AVE","Monday",7573.25
"955","BAY RIDGE AVE","Saturday",5065.75
"956","BAY RIDGE AVE","Sunday",4252.25
"957","BAY RIDGE AVE","Thursday",8786.5
"958","BAY RIDGE AVE","Tuesday",8707.75
"959","BAY RIDGE AVE","Wednesday",8706.5
"960","BEACH 105 ST","Friday",269.75
"961","BEACH 105 ST","Monday",424.5
"962","BEACH 105 ST","Saturday",65
"963","BEACH 105 ST","Sunday",82
"964","BEACH 105 ST","Thursday",272
"965","BEACH 105 ST","Tuesday",294.5
"966","BEACH 105 ST","Wednesday",271.5
"967","BEACH 25 ST","Friday",1837
"968","BEACH 25 ST","Monday",1644
"969","BEACH 25 ST","Saturday",859.75
"970","BEACH 25 ST","Sunday",725.25
"971","BEACH 25 ST","Thursday",1848.75
"972","BEACH 25 ST","Tuesday",1921
"973","BEACH 25 ST","Wednesday",1924.25
"974","BEACH 36 ST","Friday",921
"975","BEACH 36 ST","Monday",863.75
"976","BEACH 36 ST","Saturday",525.5
"977","BEACH 36 ST","Sunday",438.25
"978","BEACH 36 ST","Thursday",923.5
"979","BEACH 36 ST","Tuesday",954.75
"980","BEACH 36 ST","Wednesday",939.5
"981","BEACH 44 ST","Friday",601.25
"982","BEACH 44 ST","Monday",565.5
"983","BEACH 44 ST","Saturday",350.5
"984","BEACH 44 ST","Sunday",296.25
"985","BEACH 44 ST","Thursday",603.25
"986","BEACH 44 ST","Tuesday",661.5
"987","BEACH 44 ST","Wednesday",645
"988","BEACH 60 ST","Friday",2610.25
"989","BEACH 60 ST","Monday",2388
"990","BEACH 60 ST","Saturday",1532.75
"991","BEACH 60 ST","Sunday",1323.75
"992","BEACH 60 ST","Thursday",2558
"993","BEACH 60 ST","Tuesday",2572.75
"994","BEACH 60 ST","Wednesday",2567
"995","BEACH 67 ST","Friday",2210.75
"996","BEACH 67 ST","Monday",2326
"997","BEACH 67 ST","Saturday",1474
"998","BEACH 67 ST","Sunday",1483.75
"999","BEACH 67 ST","Thursday",2216.5
"1000","BEACH 67 ST","Tuesday",2348.75
"1001","BEACH 67 ST","Wednesday",2214
"1002","BEACH 90 ST","Friday",834
"1003","BEACH 90 ST","Monday",1151.25
"1004","BEACH 90 ST","Saturday",384.25
"1005","BEACH 90 ST","Sunday",418.5
"1006","BEACH 90 ST","Thursday",766
"1007","BEACH 90 ST","Tuesday",826.25
"1008","BEACH 90 ST","Wednesday",790
"1009","BEACH 98 ST","Friday",554.75
"1010","BEACH 98 ST","Monday",1031.75
"1011","BEACH 98 ST","Saturday",212.25
"1012","BEACH 98 ST","Sunday",274.75
"1013","BEACH 98 ST","Thursday",576.5
"1014","BEACH 98 ST","Tuesday",597
"1015","BEACH 98 ST","Wednesday",562
"1016","BEDFORD AVE","Friday",29378
"1017","BEDFORD AVE","Monday",26575.5
"1018","BEDFORD AVE","Saturday",30834.25
"1019","BEDFORD AVE","Sunday",29602.5
"1020","BEDFORD AVE","Thursday",28620.75
"1021","BEDFORD AVE","Tuesday",28102.75
"1022","BEDFORD AVE","Wednesday",28752.25
"1023","BEDFORD/NOSTRAN","Friday",8223.25
"1024","BEDFORD/NOSTRAN","Monday",7059.75
"1025","BEDFORD/NOSTRAN","Saturday",5451
"1026","BEDFORD/NOSTRAN","Sunday",4932
"1027","BEDFORD/NOSTRAN","Thursday",8360
"1028","BEDFORD/NOSTRAN","Tuesday",8081.25
"1029","BEDFORD/NOSTRAN","Wednesday",8122
"1030","BEDFORD PARK BL","Friday",13460.5
"1031","BEDFORD PARK BL","Monday",11494.75
"1032","BEDFORD PARK BL","Saturday",7080.75
"1033","BEDFORD PARK BL","Sunday",6116.75
"1034","BEDFORD PARK BL","Thursday",13632.5
"1035","BEDFORD PARK BL","Tuesday",13668.25
"1036","BEDFORD PARK BL","Wednesday",13712.25
"1037","BEEBE-39 AVE","Friday",3668
"1038","BEEBE-39 AVE","Monday",3332.25
"1039","BEEBE-39 AVE","Saturday",2545.75
"1040","BEEBE-39 AVE","Sunday",2070.5
"1041","BEEBE-39 AVE","Thursday",3939.75
"1042","BEEBE-39 AVE","Tuesday",3826
"1043","BEEBE-39 AVE","Wednesday",3700.75
"1044","BERGEN ST","Friday",16318
"1045","BERGEN ST","Monday",13710.5
"1046","BERGEN ST","Saturday",10235
"1047","BERGEN ST","Sunday",9110.75
"1048","BERGEN ST","Thursday",16429
"1049","BERGEN ST","Tuesday",16324.25
"1050","BERGEN ST","Wednesday",16547
"1051","BEVERLEY ROAD","Friday",2491.5
"1052","BEVERLEY ROAD","Monday",2216.25
"1053","BEVERLEY ROAD","Saturday",1625.5
"1054","BEVERLEY ROAD","Sunday",1360.75
"1055","BEVERLEY ROAD","Thursday",2546.25
"1056","BEVERLEY ROAD","Tuesday",2540.5
"1057","BEVERLEY ROAD","Wednesday",2519.5
"1058","BEVERLY ROAD","Friday",4571.25
"1059","BEVERLY ROAD","Monday",3082.25
"1060","BEVERLY ROAD","Saturday",233
"1061","BEVERLY ROAD","Sunday",0.25
"1062","BEVERLY ROAD","Thursday",4647.5
"1063","BEVERLY ROAD","Tuesday",4535.75
"1064","BEVERLY ROAD","Wednesday",4630.5
"1065","BLEECKER ST","Friday",15487.75
"1066","BLEECKER ST","Monday",11813.5
"1067","BLEECKER ST","Saturday",10484
"1068","BLEECKER ST","Sunday",9424.75
"1069","BLEECKER ST","Thursday",15503
"1070","BLEECKER ST","Tuesday",14414.75
"1071","BLEECKER ST","Wednesday",15266.5
"1072","BOROUGH HALL/CT","Friday",40044.25
"1073","BOROUGH HALL/CT","Monday",33012.75
"1074","BOROUGH HALL/CT","Saturday",15582.75
"1075","BOROUGH HALL/CT","Sunday",13238.5
"1076","BOROUGH HALL/CT","Thursday",42347
"1077","BOROUGH HALL/CT","Tuesday",42023.25
"1078","BOROUGH HALL/CT","Wednesday",42649.5
"1079","BOTANIC GARDEN","Friday",2087.5
"1080","BOTANIC GARDEN","Monday",15688.5
"1081","BOTANIC GARDEN","Saturday",14983.5
"1082","BOTANIC GARDEN","Sunday",17542.75
"1083","BOTANIC GARDEN","Thursday",2292.5
"1084","BOTANIC GARDEN","Tuesday",4789.75
"1085","BOTANIC GARDEN","Wednesday",2585.5
"1086","BOWERY","Friday",3264.25
"1087","BOWERY","Monday",2540.75
"1088","BOWERY","Saturday",2358.25
"1089","BOWERY","Sunday",2048.5
"1090","BOWERY","Thursday",3164.5
"1091","BOWERY","Tuesday",2944.5
"1092","BOWERY","Wednesday",3092.25
